Gestion;Mes;Nivel_de_Administracion;Institucion;Fuente_de_Financiamiento;Grupo_de_Gasto;Objeto_de_Gasto; Aprobado ; Vigente ; Ejecutado_del_Mes ; Ejecutado_Acumulado ; Saldo_Disponible ; %_de_Ejecucion,,,,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;11600 - Complementos; 81330,150 ; 81330,150 ; 5951,867 ; 5951,867 ; 75378,283 ; 7.3,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;11710 - Contribuciones al Instituto Nacional de Jubilaciones y Pensiones de los Empleados y Funcionarios del; 3366,780 ; 3366,780 ; -   ; -   ; 3366,780 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;11750 - Contribuciones para Seguro Social; 20033,760 ; 20033,760 ; 1136,046 ; 1136,046 ; 18897,714 ; 5.7,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;11760 - Contribuciones al Instituto Nacional de Formacion Profesional; 4241,035 ; 4241,035 ; 2,168 ; 2,168 ; 4238,867 ; 0.1,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12100 - Sueldos Basicos; 38622,000 ; 38622,000 ; 2665,730 ; 2665,730 ; 35956,270 ; 6.9,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12410 - Decimotercer Mes; 3248,040 ; 3248,040 ; -   ; -   ; 3248,040 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12420 - Decimocuarto Mes; 3248,040 ; 3248,040 ; -   ; -   ; 3248,040 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12550 - Contribuciones para Seguro Social; 3192,400 ; 3192,400 ; 171,674 ; 171,674 ; 3020,726 ; 5.4,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12560 - Contribuciones al Instituto Nacional de Formacion Profesional; 398,850 ; 398,850 ; -   ; -   ; 398,850 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;14100 - Horas Extraordinarias; 48028,800 ; 48028,800 ; 4349,959 ; 4349,959 ; 43678,841 ; 9.1,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;15900 - Otras Asistencia Social al Personal; 9,000 ; 9,000 ; -   ; -   ; 9,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;16200 - Compensaciones; 37568,764 ; 37568,764 ; -   ; -   ; 37568,764 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;21100 - Energia Electrica; 103121,810 ; 103121,810 ; 8009,061 ; 8009,061 ; 95112,749 ; 7.8,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;21420 - Telefonia Fija; 2399,400 ; 2399,400 ; -   ; -   ; 2399,400 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;21430 - Telefonia Celular; 140,000 ; 140,000 ; -   ; -   ; 140,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;22100 - Alquiler de Edificios,Viviendas y Locales; 952,000 ; 952,000 ; -   ; -   ; 952,000 ; -,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;22220 - Alquiler de Equipos de Transporte,Traccion y Elevacion; 3147,300 ; 3147,300 ; -   ; -   ; 3147,300 ; -,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;22900 - Otros Alquileres; 100,000 ; 100,000 ; -   ; -   ; 100,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23100 - Mantenimiento y Reparacion de Edificios y Locales; 1180,800 ; 1180,800 ; -   ; -   ; 1180,800 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23200 - Mantenimiento y Reparacion de Equipos y Medios de Transporte; 1300,000 ; 1300,000 ; -   ; -   ; 1300,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23310 - Mantenimiento y Reparacion de Equipos y Maquinarias de Produccion; 350,000 ; 350,000 ; -   ; -   ; 350,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23320 - Mantenimiento y Reparacion de Equipos de Traccion y Elevacion; 7212,000 ; 7212,000 ; -   ; -   ; 7212,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23330 - Mantenimiento y Reparacion de Equipos Sanitarios y de Laboratorio; 200,000 ; 200,000 ; -   ; -   ; 200,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23350 - Mantenimiento y Reparacion de Equipo para Computacion; 809,200 ; 809,200 ; -   ; -   ; 809,200 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23360 - Mantenimiento y Reparacion de Equipo de Oficina y Muebles; 821,600 ; 821,600 ; -   ; -   ; 821,600 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23370 - Mantenimiento y Reparacion de Equipos de Comunicacion; 300,000 ; 300,000 ; -   ; -   ; 300,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23390 - Mantenimiento y Reparacion de Otros Equipos; 4535,500 ; 4535,500 ; 170,500 ; 170,500 ; 4365,000 ; 3.8,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23500 - Limpieza,Aseo y Fumigacion; 200,000 ; 200,000 ; 29,900 ; 29,900 ; 170,100 ; 15.0,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23600 - Mantenimiento de Sistemas Informaticos; 200,000 ; 200,000 ; -   ; -   ; 200,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;24200 - Estudios,Investigaciones y Analisis de Factibilidad; 4354,000 ; 4354,000 ; -   ; -   ; 4354,000 ; -,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;24300 - Servicios Juridicos; 335,000 ; 335,000 ; -   ; -   ; 335,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;24500 - Servicios de Capacitacion; 261,000 ; 261,000 ; -   ; -   ; 261,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;24600 - Servicios de Informatica y Sistemas Computarizados; 850,000 ; 850,000 ; -   ; -   ; 850,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;24710 - Servicios de Consultoria de Gestion Administrativa,Financiera y Actividades Conexas; 350,000 ; 350,000 ; -   ; -   ; 350,000 ; -,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25100 - Servicio de Transporte; 377,000 ; 377,000 ; -   ; -   ; 377,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25300 - Servicio de Imprenta,Publicaciones y Reproducciones; 1587,600 ; 1587,600 ; -   ; -   ; 1587,600 ; -,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25400 - Primas y Gastos de Seguro; 7062,000 ; 7062,000 ; -   ; -   ; 7062,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25500 - Comisiones y Gastos Bancarios; 81,200 ; 81,200 ; 640 ; 640 ; 80,560 ; 0.8,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25600 - Publicidad y Propaganda; 1450,100 ; 1450,100 ; 3,450 ; 3,450 ; 1446,650 ; 0.2,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25700 - Servicio de Internet; 328,000 ; 328,000 ; 6,843 ; 6,843 ; 321,158 ; 2.1,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25900 - Otros Servicios Comerciales y Financieros; 50,000 ; 50,000 ; -   ; -   ; 50,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;26110 - Pasajes Nacionales; 164,000 ; 164,000 ; -   ; -   ; 164,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;26210 - Viaticos Nacionales; 5541,300 ; 5541,300 ; 152,541 ; 152,541 ; 5388,759 ; 2.8,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;26220 - Viaticos al Exterior; 20,000 ; 20,000 ; -   ; -   ; 20,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;27210 - Tasas; 3430,500 ; 3430,500 ; -   ; -   ; 3430,500 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;27220 - Derechos; 59,000 ; 59,000 ; -   ; -   ; 59,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;27500 - Gastos Judiciales; 145,000 ; 145,000 ; -   ; -   ; 145,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;29100 - Ceremonial y Protocolo; 1590,000 ; 1590,000 ; 3,416 ; 3,416 ; 1586,585 ; 0.2,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;31100 - Alimentos y Bebidas para Personas; 85,500 ; 85,500 ; -   ; -   ; 85,500 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;31410 - Productos Agricolas; 25,000 ; 25,000 ; -   ; -   ; 25,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;31420 - Productos Forestales; 210,000 ; 210,000 ; -   ; -   ; 210,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;31500 - Madera,Corcho y sus Manufacturas; 25,000 ; 25,000 ; -   ; -   ; 25,000 ; -,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;32100 - Hilados y Telas; 200,000 ; 200,000 ; -   ; -   ; 200,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;32200 - Confecciones Textiles; 150,000 ; 150,000 ; -   ; -   ; 150,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;32310 - Prendas de Vestir; 366,640 ; 366,640 ; -   ; -   ; 366,640 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;32400 - Calzados; 499,000 ; 499,000 ; -   ; -   ; 499,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;33100 - Papel de Escritorio; 1576,000 ; 1576,000 ; -   ; -   ; 1576,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;33200 - Papel para Computacion; 50,000 ; 50,000 ; -   ; -   ; 50,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;33300 - Productos de Artes Graficas; 140,000 ; 140,000 ; -   ; -   ; 140,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;33400 - Productos de Papel y Carton; 976,000 ; 976,000 ; 11,085 ; 11,085 ; 964,915 ; 1.1,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;33500 - Libros,Revistas y Periodicos; 68,500 ; 68,500 ; -   ; -   ; 68,500 ; -,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;33700 - Especies Timbradas y Valores; 20,000 ; 20,000 ; -   ; -   ; 20,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;34200 - Articulos de Cuero; 125,000 ; 125,000 ; -   ; -   ; 125,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;34300 - Articulos de Caucho; 290,000 ; 290,000 ; -   ; -   ; 290,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;34400 - Llantas y Camaras de Aire; 2508,000 ; 2508,000 ; -   ; -   ; 2508,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35100 - Productos Quimicos; 76990,500 ; 76990,500 ; -   ; -   ; 76990,500 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35210 - Productos Farmaceuticos y Medicinales Varios; 145,000 ; 145,000 ; -   ; -   ; 145,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35300 - Abonos y Fertilizantes; 75,000 ; 75,000 ; -   ; -   ; 75,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35400 - Insecticidas,Fumigantes y Otros; 130,000 ; 130,000 ; -   ; -   ; 130,000 ; -,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35500 - Tintas,Pinturas y Colorantes; 508,000 ; 508,000 ; -   ; -   ; 508,000 ; -,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35610 - Gasolina; 512,000 ; 512,000 ; 608 ; 608 ; 511,392 ; 0.1,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35620 - Diesel; 8791,364 ; 8791,364 ; 202,717 ; 202,717 ; 8588,647 ; 2.3,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35650 - Aceites y Grasas Lubricantes; 2209,000 ; 2209,000 ; 45 ; 45 ; 2208,955 ; 0.0,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35800 - Productos de Material Plastico; 4789,000 ; 4789,000 ; -   ; -   ; 4789,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35910 - Productos Explosivos y de Pirotecnia; 167,500 ; 167,500 ; -   ; -   ; 167,500 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35930 - Productos Quimicos de Uso Personal; 10,000 ; 10,000 ; -   ; -   ; 10,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36100 - Productos Ferrosos; 4003,800 ; 4003,800 ; 247,210 ; 247,210 ; 3756,590 ; 6.2,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36200 - Productos no Ferrosos; 200,000 ; 200,000 ; -   ; -   ; 200,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36300 - Estructuras Metalicas Acabadas; 90,000 ; 90,000 ; -   ; -   ; 90,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36400 - Herramientas Menores; 2448,000 ; 2448,000 ; -   ; -   ; 2448,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36500 - Material de Guerra y Seguridad; 275,000 ; 275,000 ; -   ; -   ; 275,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36920 - Accesorios de Metal; 85,000 ; 85,000 ; -   ; -   ; 85,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;36930 - Elementos de Ferreteria; 1169,600 ; 1169,600 ; 19,390 ; 19,390 ; 1150,210 ; 1.7,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;37100 - Productos de Arcilla y Ceramica; 155,000 ; 155,000 ; -   ; -   ; 155,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;37200 - Productos de Vidrio; 50,000 ; 50,000 ; -   ; -   ; 50,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;37300 - Productos de Loza y Porcelana; 56,000 ; 56,000 ; -   ; -   ; 56,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;37400 - Productos de Cemento,Asbesto y Yeso; 743,000 ; 743,000 ; -   ; -   ; 743,000 ; -,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;37500 - Cemento,Cal y Yeso; 1850,000 ; 1850,000 ; -   ; -   ; 1850,000 ; -,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;37910 - Productos Aislantes; 290,000 ; 290,000 ; -   ; -   ; 290,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;37920 - Productos Abrasivos; 75,000 ; 75,000 ; -   ; -   ; 75,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;38100 - Minerales Metaliferos; 4,000 ; 4,000 ; -   ; -   ; 4,000 ; -,,,,,
2018;Enero;SECTOR PUBLICO DESCENTRALIZADO;0805 - Servicio Autonomo Nacional de Acueductos y Alcantarillados;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;38400 - Piedra,Arcilla y Arena; 507,000 ; 507,000 ; -   ; -   ; 507,000 ; -,,,,
